1,1
2,2
3,1
4,2
5,4
6,2
7,1
8,2
9,2
10,5
11,4
12,2
13,1
14,2
15,6
16,2
17,6
18,6
19,4
20,2
21,1
22,2
23,4
24,5
25,2
26,8
27,4
28,4
29,4
30,2
31,1
32,2
33,2
34,2
35,3
36,2
37,10
38,8
39,6
40,12
41,4
42,2
43,1
44,2
45,6
46,5
47,6
48,4
49,2
50,6
51,7
52,6
53,4
54,11
55,4
56,2
57,1
58,2
59,10
60,2
61,8
62,6
63,8
64,2
65,7
66,5
67,4
68,12
69,6
70,4
71,4
72,2
73,1
74,2
75,2
76,5
77,10
78,2
79,6
80,5
81,2
82,8
83,8
84,10
85,16
86,4
87,4
88,11
89,4
90,2
91,1
92,2
93,12
94,2
95,2
96,9
97,6
98,8
99,15
100,2
101,6
102,6
103,9
104,6
105,10
106,10
107,6
108,10
109,4
110,2
111,1
112,2
113,16
114,5
115,4
116,12
117,4
118,10
119,3
120,6
121,2
122,16
123,14
124,8
125,4
126,9
127,4
128,18
129,4
130,4
131,4
132,2
133,1
134,2
135,2
136,2
137,9
138,2
139,20
140,2
141,8
142,10
143,4
144,2
145,17
146,8
147,10
148,8
149,10
150,10
151,18
152,6
153,6
154,22
155,4
156,2
157,1
158,2
159,16
160,5
161,4
162,6
163,4
164,8
165,6
166,14
167,4
168,21
169,2
170,6
171,12
172,5
173,10
174,6
175,8
176,4
177,14
178,16
179,4
180,13
181,4
182,2
183,1
184,2
185,20
186,2
187,14
188,7
189,2
190,8
191,8
192,8
193,8
194,6
195,8
196,2
197,26
198,14
199,12
200,26
201,4
202,6
203,16
204,5
205,4
206,4
207,6
208,4
209,4
210,2
211,1
212,2
213,2
214,5
215,2
216,2
217,6
218,11
219,8
220,2
221,12
222,10
223,8
224,12
225,2
226,17
227,10
228,10
229,26
230,10
231,10
232,12
233,4
234,16
235,7
236,14
237,4
238,22
239,4
240,2
241,1
242,2
243,10
244,2
245,16
246,14
247,12
248,2
249,9
250,4
251,6
252,20
253,3
254,6
255,24
256,2
257,6
258,7
259,6
260,12
261,21
262,6
263,8
264,6
265,13
266,8
267,18
268,16
269,6
270,10
271,4
272,2
273,1
274,2
275,10
276,5
277,6
278,12
279,6
280,10
281,11
282,4
283,4
284,26
285,16
286,6
287,12
288,4
289,2
290,14
291,6
292,26
293,16
294,16
295,4
296,17
297,7
298,4
299,8
300,11
301,4
302,14
303,4
304,4
305,4
306,2
307,1
308,2
309,2
310,2
311,12
312,2
313,34
314,8
315,2
316,28
317,4
318,2
319,19
320,5
321,10
322,14
323,14
324,2
325,16
326,10
327,10
328,5
329,14
330,8
331,7
332,6
333,12
334,8
335,15
336,10
337,12
338,14
339,6
340,26
341,4
342,2
343,1
344,2
345,12
346,5
347,12
348,20
349,4
350,12
351,3
352,6
353,6
354,5
355,6
356,10
357,16
358,4
359,8
360,30
361,2
362,6
363,24
364,8
365,8
366,16
367,12
368,6
369,14
370,9
371,4
372,16
373,4
374,20
375,21
376,4
377,4
378,21
379,4
380,2
381,1
382,2
383,10
384,2
385,2
386,14
387,6
388,2
389,21
390,2
391,10
392,20
393,8
394,8
395,16
396,8
397,18
398,6
399,18
400,2
401,37
402,14
403,8
404,18
405,7
406,12
407,4
408,12
409,12
410,14
411,16
412,8
413,21
414,4
415,4
416,30
417,6
418,4
419,4
420,2
421,1
422,2
423,2
424,5
425,16
426,2
427,2
428,17
429,8
430,10
431,10
432,10
433,34
434,2
435,6
436,25
437,3
438,10
439,12
440,15
441,2
442,32
443,10
444,10
445,22
446,14
447,8
448,10
449,6
450,14
451,14
452,4
453,14
454,10
455,8
456,20
457,36
458,12
459,4
460,13
461,4
462,2
463,1
464,2
465,28
466,2
467,22
468,10
469,22
470,8
471,9
472,10
473,2
474,16
475,10
476,6
477,6
478,14
479,28
480,14
481,8
482,4
483,4
484,2
485,6
486,32
487,19
488,6
489,20
490,12
491,16
492,6
493,10
494,10
495,22
496,6
497,18
498,6
499,19
500,10
501,22
502,20
503,6
504,40
505,4
506,2
507,1
508,2
509,10
510,5
511,10
512,12
513,10
514,20
515,7
516,8
517,8
518,39
519,16
520,10
521,4
522,6
523,6
524,26
525,14
526,18
527,16
528,6
529,2
530,26
531,11
532,8
533,36
534,5
535,12
536,20
537,4
538,14
539,18
540,10
541,4
542,13
543,18
544,6
545,4
546,19
547,4
548,42
549,4
550,4
551,4
552,2
553,1
554,2
555,2
556,2
557,24
558,2
559,10
560,2
561,8
562,23
563,14
564,2
565,40
566,6
